hour,occupancy_index,occupancy_text,day,av_time_spent,place_id,name,vicinity
23,27,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,6,Usually not busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,10,Usually not busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,15,Usually not busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,18,Usually not busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,20,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,20,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,23,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,31,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,44,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,57,Usually a little busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,68,Usually a little busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,68,Usually a little busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,44,Usually not too busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,16,Usually not busy,Thursday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,4,Usually not busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,9,Usually not busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,14,Usually not busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,19,Usually not busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,22,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,22,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,22,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,24,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,32,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,45,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,57,Usually a little busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,63,Usually a little busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,58,Usually a little busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,44,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
0,27,Usually not too busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
1,14,Usually not busy,Friday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
7,0,,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
8,0,,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
9,0,,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
10,5,Usually not busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
11,10,Usually not busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
12,16,Usually not busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
13,23,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
14,30,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
15,37,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
16,43,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
17,45,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
18,43,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
19,38,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
20,36,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
21,45,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
22,57,Usually a little busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
23,53,Usually a little busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
0,33,Usually not too busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
1,12,Usually not busy,Saturday,People typically spend 30 min here,ChIJr0MAO7HOHkcRXuv9xy42ap8,Amrit Oriental Food,"Ludwika Kondratowicza 25, Warszawa"
6,0,,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,0,,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,16,Usually not busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,32,Usually not too busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,49,Usually not too busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,65,Usually a little busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,81,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,93,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,94,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,86,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,79,Usually a little busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,80,Usually as busy as it gets,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,78,Usually a little busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,62,Usually a little busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,36,Usually not too busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
0,14,Usually not busy,Sunday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,13,Usually not busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,39,Usually not too busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,75,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,94,Usually as busy as it gets,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,81,Usually as busy as it gets,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,60,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,54,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,56,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,50,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,40,Usually not too busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,47,Usually not too busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,70,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,67,Usually a little busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,32,Usually not too busy,Monday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,18,Usually not busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,47,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,83,Usually as busy as it gets,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,98,Usually as busy as it gets,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,79,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,52,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,43,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,51,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,57,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,53,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,55,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,68,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,59,Usually a little busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,26,Usually not too busy,Tuesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,6,Usually not busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,22,Usually not too busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,51,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,81,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,89,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,76,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,65,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,65,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,70,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,71,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,65,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,63,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,82,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,91,Usually as busy as it gets,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,54,Usually a little busy,Wednesday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,26,Usually not too busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,57,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,87,Usually as busy as it gets,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,94,Usually as busy as it gets,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,76,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,53,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,51,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,68,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,80,Usually as busy as it gets,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,72,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,58,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
21,71,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
22,88,Usually as busy as it gets,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
23,55,Usually a little busy,Thursday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
6,0,,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
7,0,,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
8,0,,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
9,0,,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
10,23,Usually not too busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
11,55,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
12,90,Usually as busy as it gets,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
13,100,Usually as busy as it gets,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
14,83,Usually as busy as it gets,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
15,67,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
16,65,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
17,68,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
18,64,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
19,54,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
20,50,Usually a little busy,Friday,People typically spend 30 min here,ChIJK6TJl5fMHkcRLkBTQJV7yJM,Amrit Oriental Food,"Grójecka 20C, Warszawa"
